Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013]
Maldives,MDV,CO2 emissions (kt),EN.ATM.CO2E.KT,154.014,172.349,253.023,216.353,220.02,275.025,319.029,366.7,333.697,465.709,498.712,575.719,689.396,597.721,777.404,700.397,887.414,916.75,1008.425,1067.097,1074.431,..,..,..
Mali,MLI,CO2 emissions (kt),EN.ATM.CO2E.KT,421.705,436.373,443.707,454.708,462.042,469.376,487.711,524.381,517.047,539.049,542.716,546.383,553.717,539.049,564.718,568.385,568.385,579.386,594.054,612.389,623.39,..,..,..
Malta,MLT,CO2 emissions (kt),EN.ATM.CO2E.KT,2178.198,2075.522,2042.519,2669.576,2438.555,2126.86,2247.871,2522.896,2145.195,2346.88,2064.521,2486.226,2299.209,2581.568,2574.234,2698.912,2574.234,2724.581,2559.566,2497.227,2588.902,..,..,..
Marshall Islands,MHL,CO2 emissions (kt),EN.ATM.CO2E.KT,47.671,51.338,55.005,62.339,66.006,66.006,66.006,66.006,69.673,66.006,77.007,80.674,84.341,84.341,88.008,84.341,91.675,99.009,99.009,102.676,102.676,..,..,..
Mauritania,MRT,CO2 emissions (kt),EN.ATM.CO2E.KT,2665.909,2750.25,2944.601,2962.936,3124.284,2984.938,2999.606,2999.606,1111.101,1199.109,1235.779,1349.456,1433.797,1474.134,1631.815,1675.819,1675.819,1914.174,2020.517,2211.201,2214.868,..,..,..
Mauritius,MUS,CO2 emissions (kt),EN.ATM.CO2E.KT,1463.133,1521.805,1708.822,1774.828,1624.481,1829.833,1950.844,1998.515,2196.533,2467.891,2768.585,2966.603,2981.271,3146.286,3193.957,3410.31,3777.01,3887.02,3953.026,3865.018,4118.041,..,..,..
Mexico,MEX,CO2 emissions (kt),EN.ATM.CO2E.KT,314415.914,326344.665,328471.525,330334.361,347983.632,328038.819,340814.647,358383.244,373410.61,381848.377,381518.347,394800.221,391250.565,405632.539,410744.337,435045.546,441796.493,455844.77,471444.188,446237.23,443673.997,..,..,..
"Micronesia, Fed. Sts.",FSM,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..,..,..,77.007,80.674,117.344,135.679,176.016,146.68,146.68,146.68,117.344,102.676,99.009,99.009,99.009,102.676,..,..,..
Moldova,MDA,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,20971.573,15628.754,12090.099,11191.684,11521.714,7099.312,6270.57,4503.076,3512.986,3714.671,3986.029,4290.39,4554.414,4895.445,4994.454,4686.426,4774.434,4547.08,4855.108,..,..,..
Monaco,MCO,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mongolia,MNG,CO2 emissions (kt),EN.ATM.CO2E.KT,10043.913,12207.443,11078.007,9314.18,7961.057,7924.387,8041.731,7711.701,7708.034,7554.02,7506.349,7884.05,8287.42,8034.397,8551.444,8646.786,9497.53,10091.584,10029.245,11052.338,11510.713,..,..,..
Montenegro,MNE,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2057.187,2383.55,2251.538,2750.25,1822.499,2581.568,..,..,..
Morocco,MAR,CO2 emissions (kt),EN.ATM.CO2E.KT,23542.14,24975.937,26039.367,28217.565,29640.361,30373.761,31195.169,31862.563,32038.579,33153.347,33905.082,37715.095,38254.144,37561.081,43310.937,45771.494,47425.311,50267.236,49933.539,49541.17,50608.267,..,..,..
Mozambique,MOZ,CO2 emissions (kt),EN.ATM.CO2E.KT,1001.091,1026.76,1001.091,1078.098,1070.764,1111.101,1041.428,1125.769,1133.103,1188.108,1349.456,1580.477,1587.811,1917.841,1921.508,1822.499,1980.18,2390.884,2339.546,2574.234,2882.262,..,..,..
Myanmar,MMR,CO2 emissions (kt),EN.ATM.CO2E.KT,4275.722,4180.38,4888.111,5342.819,6244.901,6959.966,7256.993,7499.015,8078.401,8969.482,10087.917,8723.793,9207.837,9845.895,12434.797,11613.389,12610.813,12636.482,9028.154,10392.278,8995.151,..,..,..
Namibia,NAM,CO2 emissions (kt),EN.ATM.CO2E.KT,25.669,1015.759,1122.102,1151.438,1320.12,1631.815,1749.159,1796.83,1906.84,1664.818,1642.816,2016.85,1760.16,1873.837,1961.845,2310.21,2328.545,2409.219,3578.992,3182.956,3175.622,..,..,..
Nepal,NPL,CO2 emissions (kt),EN.ATM.CO2E.KT,634.391,960.754,1331.121,1466.8,1697.821,2035.185,2486.226,2783.253,2251.538,3219.626,3234.294,3454.314,2709.913,2951.935,2768.585,3241.628,2662.242,2698.912,3047.277,3505.652,3755.008,..,..,..
Netherlands,NLD,CO2 emissions (kt),EN.ATM.CO2E.KT,163482.194,164083.582,160339.575,165656.725,165807.072,166045.427,179085.279,171395.58,168406.975,163027.486,165363.365,167273.872,172363.668,175040.578,176903.414,172227.989,167200.532,171765.947,173845.136,169650.088,182077.551,..,..,..
New Caledonia,NCL,CO2 emissions (kt),EN.ATM.CO2E.KT,1624.481,1789.496,1771.161,1771.161,1723.49,1730.824,1763.827,1826.166,1804.164,2035.185,2299.209,1906.84,2427.554,2750.25,2552.232,2838.258,2779.586,2944.601,3281.965,2849.259,3920.023,..,..,..
New Zealand,NZL,CO2 emissions (kt),EN.ATM.CO2E.KT,23663.151,24176.531,25129.951,26904.779,26387.732,27146.801,28767.615,30971.482,29952.056,32716.974,32896.657,34510.137,33201.018,33938.085,34759.493,33919.75,33553.05,33648.392,34264.448,32324.605,31550.868,..,..,..
Nicaragua,NIC,CO2 emissions (kt),EN.ATM.CO2E.KT,2548.565,2005.849,2394.551,2302.876,2541.231,2779.586,2874.928,3142.619,3421.311,3626.663,3762.342,3964.027,4037.367,4411.401,4426.069,4319.726,4466.406,4594.751,4385.732,4495.742,4547.08,..,..,..
Niger,NER,CO2 emissions (kt),EN.ATM.CO2E.KT,832.409,821.408,784.738,880.08,872.746,920.417,1015.759,1012.092,1074.431,1059.763,795.739,759.069,814.074,880.08,964.421,828.742,806.74,821.408,916.75,1085.432,1411.795,..,..,..
Nigeria,NGA,CO2 emissions (kt),EN.ATM.CO2E.KT,45375.458,45247.113,64883.898,60061.793,46658.908,34917.174,40421.341,40190.32,40182.986,44788.738,79181.531,83350.91,98125.253,93138.133,97047.155,104696.517,98513.955,95209.988,92621.086,71719.186,78910.173,..,..,..
Northern Mariana Islands,MNP,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Norway,NOR,CO2 emissions (kt),EN.ATM.CO2E.KT,31363.851,32023.911,29600.024,32196.26,29247.992,34906.173,33179.016,34132.436,36471.982,41022.729,38807.861,41092.402,37429.069,42625.208,42665.545,42438.191,44257.023,45089.432,50325.908,47076.946,57186.865,..,..,..
Oman,OMN,CO2 emissions (kt),EN.ATM.CO2E.KT,11386.035,11771.07,12079.098,13457.89,15306.058,15896.445,15104.373,15485.741,16560.172,20707.549,21895.657,20285.844,25470.982,32390.611,27986.544,29893.384,39603.6,44587.053,41066.733,40263.66,57201.533,..,..,..
Pakistan,PAK,CO2 emissions (kt),EN.ATM.CO2E.KT,68565.566,68242.87,72789.95,78008.091,84839.712,84484.013,94447.252,94711.276,97663.211,100384.125,106449.343,108282.843,114084.037,118895.141,131601.296,136636.087,146074.945,158894.777,156676.242,157890.019,161395.671,..,..,..
Palau,PLW,CO2 emissions (kt),EN.ATM.CO2E.KT,234.688,234.688,113.677,110.01,110.01,113.677,117.344,117.344,117.344,117.344,117.344,183.35,183.35,190.684,187.017,190.684,201.685,209.019,209.019,209.019,216.353,..,..,..
